,6p_Dollar,6p_Cents,6p_def_Dollar,6p_def_Cents,3p_Dollar,3p_Cents,orig_town,state,occupation,Name,county,6p_total,town,geo_level
2060,726.0,66.0,363.0,33.0,498.0,94.0,Bethlehem,PA,,['Joseph Horsfield'],Northampton County,726.66,Bethlehem,town
2061,1019.0,42.0,509.0,71.0,439.0,76.0,Bethlehem,PA,,['Joseph Horsfield'],Northampton County,1019.42,Bethlehem,town
2062,4429.0,51.0,2214.0,75.0,1741.0,41.0,,PA,for the Estate of William Allison deceased,['John Bleakley'],,4429.51,,state
2063,575.0,62.0,287.0,81.0,155.0,41.0,New Jersey,NJ,,['Joseph Borden'],,575.62,,state
2064,1001.0,32.0,500.0,66.0,270.0,35.0,Philadelphia,PA,Merchant,['Robert Buchanan'],Philadelphia County,1001.32,Philadelphia,town
2065,1277.0,90.0,638.0,95.0,948.0,46.0,Philadelphia,PA,,['Patrick Byrne'],Philadelphia County,1277.9,Philadelphia,town
2066,1551.0,8.0,775.0,54.0,698.0,78.0,Philadelphia,PA,Merchant,['David Lapsley'],Philadelphia County,1551.08,Philadelphia,town
2067,13362.0,82.0,6681.0,41.0,3708.0,87.0,Philadelphia,PA,,['Matthew McConnell'],Philadelphia County,13362.82,Philadelphia,town
2068,1836.0,44.0,918.0,22.0,501.0,4.0,Philadelphia,PA,,['Jonas Simonds'],Philadelphia County,1836.44,Philadelphia,town
2069,1800.0,,900.0,,1536.0,74.0,Philadelphia,PA,Merchant,['Robert Buchanan'],Philadelphia County,,Philadelphia,town
2070,5148.0,12.0,2574.0,6.0,1389.0,98.0,Philadelphia,PA,Merchant,['Robert Buchanan'],Philadelphia County,5148.12,Philadelphia,town
2071,817.0,42.0,408.0,71.0,344.0,85.0,Philadelphia,PA,Merchant,['James Cox'],Philadelphia County,817.42,Philadelphia,town
2072,753.0,60.0,376.0,80.0,203.0,46.0,Philadelphia,PA,,['Richard Fullerton'],Philadelphia County,753.6,Philadelphia,town
2073,3293.0,20.0,1646.0,60.0,889.0,15.0,Philadelphia,PA,,['James Glentworth'],Philadelphia County,3293.2,Philadelphia,town
2074,600.0,,300.0,,162.0,,Philadelphia,PA,Broker,['Samuel Hayes'],Philadelphia County,,Philadelphia,town
2075,5400.0,,2700.0,,1458.0,,,PA,Executor to the Estate of Doctor Benjamin Franklin deceased,['Henry Hill'],,,,state
2076,231.0,10.0,115.0,55.0,203.0,31.0,Philadelphia,PA,Merchant,['George Emlen'],Philadelphia County,231.1,Philadelphia,town
2077,5190.0,24.0,2595.0,12.0,2969.0,90.0,Philadelphia,PA,,['Solomon Lyons'],Philadelphia County,5190.24,Philadelphia,town
2078,819.0,68.0,409.0,84.0,391.0,4.0,Philadelphia,PA,,['Robert Correy'],Philadelphia County,819.68,Philadelphia,town
2079,173.0,14.0,86.0,57.0,97.0,51.0,Philadelphia,PA,,['Griffith Evans'],Philadelphia County,173.14,Philadelphia,town
2080,389.0,10.0,194.0,55.0,273.0,46.0,Philadelphia,PA,,['Griffith Evans'],Philadelphia County,389.1,Philadelphia,town
2081,591.0,94.0,295.0,97.0,159.0,82.0,Philadelphia,PA,,['Edward Shippen'],Philadelphia County,591.94,Philadelphia,town
2082,1901.0,78.0,950.0,89.0,575.0,27.0,,PA,,['Archibald Thompson'],,1901.78,,state
2083,431.0,14.0,215.0,57.0,116.0,40.0,Barbadoes,PA,,['Margaret Thomas'],,431.14,,state
2084,455.0,34.0,227.0,67.0,122.0,93.0,Philadelphia,PA,,['George Hoff'],Philadelphia County,455.34,Philadelphia,town
2085,68.0,94.0,34.0,47.0,37.0,26.0,Sta Croix,PA,Estate of,['Isaac Markoe'],,68.94,,state
2086,576.0,7.0,288.0,3.0,421.0,87.0,Philadelphia,PA,,['Richard Fullerton'],Philadelphia County,576.07,Philadelphia,town
2087,1288.0,88.0,644.0,44.0,715.0,88.0,Philadelphia,PA,,['Solomon Lyons'],Philadelphia County,1288.88,Philadelphia,town
2088,6216.0,68.0,3108.0,34.0,2619.0,82.0,Philadelphia,PA,Merchant,['Abraham Markoe'],Philadelphia County,6216.68,Philadelphia,town
2089,3418.0,76.0,1709.0,38.0,1065.0,31.0,Philadelphia,PA,,['Andrew Summers'],Philadelphia County,3418.76,Philadelphia,town
2090,33.0,33.0,16.0,67.0,30.0,,Westmoreland,PA,,['Joseph Thompson'],Westmoreland County,33.33,Westmoreland,town
2091,533.0,33.0,266.0,67.0,144.0,,Philadelphia,PA,,['James Duncan'],Philadelphia County,533.33,Philadelphia,town
2092,666.0,66.0,333.0,33.0,180.0,,Philadelphia,PA,,['Richard Fullerton'],Philadelphia County,666.66,Philadelphia,town
2093,971.0,40.0,485.0,70.0,412.0,60.0,Blockley,PA,,['Isaac Warner'],Philadelphia County,971.4,Blockley,town
2094,,,,,10000.0,,,PA,,['Frederick W Starman'],,,,state
2095,140.0,46.0,70.0,23.0,,,Philadelphia,PA,,['Andrew Summers'],Philadelphia County,140.46,Philadelphia,town
2096,467.0,18.0,233.0,59.0,252.0,26.0,Alexandria Virginia,VA,,['McCrea and Mease'],Fairfax County,467.18,Alexandria,town
2097,1538.0,76.0,769.0,38.0,415.0,45.0,Lancaster,PA,,['Michael Bartgis'],Lancaster County,1538.76,Lancaster,town
2098,1147.0,82.0,573.0,91.0,2488.0,,New York,NY,,['John Delafield'],,1147.82,,state
2099,443.0,90.0,221.0,95.0,119.0,84.0,Montgomery,PA,,['John Jones'],Northumberland County,443.9,Montgomery,town
2100,335.0,40.0,167.0,70.0,90.0,54.0,W Callisters Town,PA,,['Francis Hiam'],,335.4,,state
2101,151.0,40.0,75.0,70.0,119.0,8.0,Huntington New Jersey,NJ,,"['John Chamberlaine', 'John Chamberlain']",,151.4,,state
2102,188.0,14.0,94.0,7.0,210.0,2.0,New Jersey,NJ,,['Aaron Malich'],,188.14,,state
2103,2080.0,28.0,1040.0,14.0,583.0,20.0,Philadelphia,PA,Taylor,['John Reedle'],Philadelphia County,2080.28,Philadelphia,town
2104,10705.0,88.0,5352.0,94.0,5703.0,18.0,Lancaster,PA,,['Josiah Lockhart'],Lancaster County,10705.88,Lancaster,town
2105,277.0,14.0,138.0,57.0,1307.0,78.0,Philadelphia County,PA,,"['Doyle Swany', 'Doyle Sweeny']",Philadelphia County,277.14,,county
2106,2388.0,52.0,1194.0,26.0,722.0,91.0,Cumberland,PA,,"['Robert Whitehill', 'Robert Whitchill']",Cumberland County,2388.52,,county
2107,1621.0,64.0,810.0,82.0,1087.0,17.0,Philadelphia,PA,,['Robert Correy'],Philadelphia County,1621.64,Philadelphia,town
2108,74.0,88.0,37.0,44.0,22.0,90.0,Philadelphia,PA,,"['Ann Forde', 'Ann Ford']",Philadelphia County,74.88,Philadelphia,town
2109,1217.0,58.0,608.0,79.0,328.0,74.0,Philadelphia,PA,,['James Glentworth'],Philadelphia County,1217.58,Philadelphia,town
2110,5334.0,80.0,2667.0,40.0,1569.0,51.0,Philadelphia,PA,,['Joseph Huddell'],Philadelphia County,5334.8,Philadelphia,town
2111,3145.0,40.0,1572.0,70.0,1190.0,38.0,Philadelphia,PA,Merchant,"['Mordeai Lewis', 'Mordecai Lewis']",Philadelphia County,3145.4,Philadelphia,town
2112,4408.0,86.0,2204.0,43.0,849.0,25.0,Philadelphia,PA,Merchant,['Mordecai Lewis'],Philadelphia County,4408.86,Philadelphia,town
2113,39.0,88.0,19.0,94.0,1280.0,7.0,,PA,,"['John Ewing for Corp', 'Anthony Weiss', 'John Ewing']",,39.88,,state
2114,4716.0,4.0,2358.0,2.0,3481.0,24.0,Reading,PA,,['Catherine Witman'],Berks County,4716.04,Reading,town
2115,1281.0,22.0,640.0,91.0,346.0,8.0,Delaware,PA,,['Benjamin Marshall'],Delaware County,1281.22,,county
2116,3865.0,66.0,1932.0,83.0,1251.0,57.0,Philadelphia,PA,,['Esther White'],Philadelphia County,3865.66,Philadelphia,town
2117,5066.0,67.0,2533.0,33.0,1368.0,,Philadelphia,PA,Merchant,['Robert Buchanan'],Philadelphia County,5066.67,Philadelphia,town
2118,684.0,44.0,342.0,22.0,184.0,80.0,,PA,,['Jonathan and Mariamne Williams'],,684.44,,state
2119,,,,,320.0,,,PA,,['Garrett Colringer'],,,,state
2120,246.0,88.0,123.0,44.0,91.0,8.0,,PA,,['David Lownes'],,246.88,,state
2121,11.0,98.0,5.0,99.0,12.0,65.0,,PA,,['George Lownes'],,11.98,,state
2122,238.0,,119.0,,22.0,91.0,Philadelphia,PA,,['Solomon Lyons'],Philadelphia County,,Philadelphia,town
2123,1480.0,33.0,740.0,16.0,399.0,68.0,State of Delaware,DE,,['Thomas Robinson'],,1480.33,,state
2124,140.0,10.0,70.0,5.0,68.0,82.0,,PA,For the Estate Abraham Robinson,['Thomas Robinson'],,140.1,,state
2125,2763.0,89.0,1381.0,95.0,768.0,32.0,Philadelphia,PA,,['Andrew Summers'],Philadelphia County,2763.89,Philadelphia,town
2126,7.0,12.0,3.0,56.0,,,,PA,,['Allen Boys'],,7.12,,state
2127,333.0,24.0,166.0,61.0,380.0,71.0,Boston,MA,Merchant,['Thomas Russell'],Suffolk County,333.24,Boston,town
2128,4619.0,24.0,2309.0,62.0,1247.0,19.0,Philadelphia,PA,Merchant,['Robert Buchanan'],Philadelphia County,4619.24,Philadelphia,town
2129,308.0,55.0,154.0,27.0,280.0,48.0,Philadelphia,PA,,"['Philemon Dickinson', 'Phileman Dickinson']",Philadelphia County,308.55,Philadelphia,town
2130,1516.0,67.0,758.0,33.0,409.0,50.0,Cambridge Massachusetts,MA,,['Elbridge Gerry'],Middlesex County,1516.67,Cambridge,town
2131,2066.0,67.0,1033.0,33.0,558.0,,Philadelphia,PA,,['James Glentworth'],Philadelphia County,2066.67,Philadelphia,town
2132,1200.0,,600.0,,324.0,,Philadelphia,PA,Merchant,['John Clement Stocker'],Philadelphia County,,Philadelphia,town
2133,2000.0,,1000.0,,1080.0,,Philadelphia,PA,Merchant,['William Cramond'],Philadelphia County,,Philadelphia,town
2134,273.0,9.0,136.0,55.0,21.0,95.0,Philadelphia,PA,,['Isaac Franks'],Philadelphia County,273.09,Philadelphia,town
2135,2316.0,39.0,1158.0,19.0,625.0,42.0,Philadelphia,PA,Merchant,['Francis Ingraham'],Philadelphia County,2316.39,Philadelphia,town
2136,91.0,13.0,45.0,56.0,24.0,60.0,,PA,,['Catherine Miller'],,91.13,,state
2137,436.0,88.0,218.0,44.0,61.0,88.0,Philadelphia,PA,,['Clement Biddle'],Philadelphia County,436.88,Philadelphia,town
2138,206.0,75.0,103.0,38.0,55.0,82.0,Philadelphia,PA,Merchant,['Richard Bache'],Philadelphia County,206.75,Philadelphia,town
2139,179.0,71.0,89.0,86.0,142.0,96.0,Philadelphia,PA,,"['Daniel Coxe', 'Daniel W Coxe']",Philadelphia County,179.71,Philadelphia,town
2140,251.0,2.0,125.0,51.0,138.0,45.0,Philadelphia,PA,,['Richard Fullerton'],Philadelphia County,251.02,Philadelphia,town
2141,6005.0,2.0,3002.0,50.0,1621.0,35.0,Philadelphia,PA,Merchant,"['Morecai Lewis', 'Mordecai Lewis']",Philadelphia County,6005.02,Philadelphia,town
2142,198.0,5.0,99.0,2.0,164.0,43.0,Philadelphia,PA,,['William Beaven'],Philadelphia County,198.05,Philadelphia,town
2143,4065.0,1.0,2032.0,50.0,2711.0,20.0,Massachusetts,MA,Merchant,['Nathaniel Carter'],,4065.01,,state
2144,3698.0,96.0,1849.0,48.0,1321.0,72.0,Philadelphia,PA,Merchant,['Thomas Willing'],Philadelphia County,3698.96,Philadelphia,town
2145,5333.0,33.0,2666.0,67.0,3142.0,66.0,Philadelphia,PA,Merchant Executer to the Estate of John Schweig Hauser deceased,['Daniel Benezett'],Philadelphia County,5333.33,Philadelphia,town
2146,3676.0,44.0,1838.0,22.0,2106.0,11.0,New Jersey,NJ,,['Archibald Mercer'],,3676.44,,state
2147,4238.0,9.0,2119.0,4.0,2685.0,61.0,Philadelphia,PA,Merchant,['Charles Pettit'],Philadelphia County,4238.09,Philadelphia,town
2148,4333.0,33.0,2166.0,67.0,2074.0,74.0,,PA,,"['Nathaniel G Phillips', 'Nathaniel G Philips']",,4333.33,,state
2149,4716.0,4.0,2358.0,2.0,1381.0,2.0,Philadelphia,PA,Druggist,['William Smith'],Philadelphia County,4716.04,Philadelphia,town
2150,1944.0,38.0,972.0,19.0,1141.0,38.0,Philadelphia,PA,,['Andrew Summers'],Philadelphia County,1944.38,Philadelphia,town
2151,671.0,70.0,335.0,84.0,586.0,48.0,Philadelphia,PA,Merchant,['James Vanuxem'],Philadelphia County,671.7,Philadelphia,town
2152,337.0,11.0,168.0,55.0,236.0,68.0,Philadelphia,PA,,['Clement Biddle'],Philadelphia County,337.11,Philadelphia,town
2153,286.0,92.0,143.0,45.0,218.0,14.0,Philadelphia,PA,,['Clement Biddle'],Philadelphia County,286.92,Philadelphia,town
2154,798.0,49.0,399.0,24.0,283.0,77.0,Philadelphia,PA,,['Griffith Evans'],Philadelphia County,798.49,Philadelphia,town
2155,1029.0,7.0,514.0,54.0,584.0,43.0,Philadelphia,PA,Merchant,['Joseph C Fisher'],Philadelphia County,1029.07,Philadelphia,town
2156,1536.0,91.0,768.0,46.0,568.0,53.0,Philadelphia,PA,Merchant,['Joseph C Fisher'],Philadelphia County,1536.91,Philadelphia,town
2157,1524.0,,762.0,1.0,411.0,47.0,Philadelphia,PA,Merchant,['Alexander Fullerton'],Philadelphia County,,Philadelphia,town
2158,88.0,55.0,44.0,28.0,13.0,68.0,Philadelphia,PA,,['Richard Fullerton'],Philadelphia County,88.55,Philadelphia,town
2159,787.0,22.0,393.0,60.0,212.0,54.0,Philadelphia,PA,,['James Irvine'],Philadelphia County,787.22,Philadelphia,town
2160,3908.0,,1954.0,,2594.0,14.0,Philadelphia,PA,,['Andrew Summers'],Philadelphia County,,Philadelphia,town
2161,2623.0,70.0,1311.0,85.0,708.0,40.0,Philadelphia,PA,Merchant,['Isaac Wharton'],Philadelphia County,2623.7,Philadelphia,town
2162,3185.0,52.0,1592.0,76.0,1051.0,65.0,,PA,,['John Wharton'],,3185.52,,state
2163,393.0,95.0,196.0,97.0,106.0,36.0,,PA,Executer,['John Whitman'],,393.95,,state
2164,6951.0,55.0,3475.0,77.0,4664.0,50.0,,PA,,['Edward Chinn'],,6951.55,,state
2165,2837.0,33.0,1418.0,67.0,1473.0,60.0,,PA,,['Edward Chinn'],,2837.33,,state
2166,1567.0,75.0,783.0,87.0,923.0,71.0,,PA,,"['Enoch Edward', 'Enoch Edwards']",,1567.75,,state
2167,368.0,53.0,184.0,27.0,749.0,75.0,,PA,,['John Flack'],,368.53,,state
2168,507.0,22.0,253.0,61.0,362.0,30.0,Reading Pennsylvania,PA,,['Isaac Swan'],Berks County,507.22,Reading,town
2169,974.0,48.0,487.0,24.0,666.0,84.0,Tulpehocken,PA,Yeoman,['George Stout'],Berks County,974.48,Tulpehocken,town
2170,161.0,58.0,80.0,79.0,110.0,70.0,Tulpehocken,PA,Yeoman,"['George Vonheed', 'George Von Hud']",Berks County,161.58,Tulpehocken,town
2171,2046.0,84.0,1023.0,42.0,1296.0,8.0,Philadelphia,PA,Hatter,['Samuel Fisher'],Philadelphia County,2046.84,Philadelphia,town
2172,226.0,39.0,113.0,19.0,61.0,12.0,,VA,,['George Washington'],,226.39,,state
2173,712.0,87.0,356.0,43.0,1000.0,,Philadelphia,PA,,['Solomon Lyons'],Philadelphia County,712.87,Philadelphia,town
2174,77.0,91.0,38.0,95.0,78.0,65.0,,PA,,['Thomas Magens'],,77.91,,state
2175,93.0,2.0,46.0,51.0,45.0,11.0,,PA,,['William Broades'],,93.02,,state
2176,1330.0,73.0,665.0,37.0,449.0,96.0,,PA,,"['Ebenezar Denny', 'Ebenezer Denny', 'Edward Denny']",,1330.73,,state
2177,2500.0,98.0,1250.0,49.0,1766.0,64.0,Philadelphia,PA,,['James Glentworth'],Philadelphia County,2500.98,Philadelphia,town
2178,168.0,49.0,84.0,25.0,64.0,2.0,,PA,,['Sarah Perkins'],,168.49,,state
2179,2694.0,30.0,1347.0,15.0,1153.0,91.0,Philadelphia,PA,Merchant,['William Smith'],Philadelphia County,2694.3,Philadelphia,town
2180,2905.0,96.0,1452.0,98.0,784.0,60.0,Philadelphia,PA,Merchant,['William Sproat'],Philadelphia County,2905.96,Philadelphia,town
2181,147.0,38.0,73.0,69.0,64.0,51.0,Philadelphia,PA,Merchant,['Bartholomew Terrason'],Philadelphia County,147.38,Philadelphia,town
2182,97.0,95.0,48.0,98.0,43.0,91.0,Philadelphia,PA,,['Eleanor Young'],Philadelphia County,97.95,Philadelphia,town
2183,655.0,13.0,327.0,57.0,307.0,3.0,,PA,,['Forman Mount'],,655.13,,state
2184,71.0,93.0,35.0,96.0,6.0,11.0,,PA,,"['Godfrey Baker and Co', 'Godfrey Baker and Company', 'Godfrey Baker and Comp']",,71.93,,state
2185,440.0,2.0,220.0,1.0,158.0,80.0,Chester County,PA,,['Samuel Cunningham'],Chester County,440.02,,county
2186,1763.0,,881.0,50.0,476.0,,Philadelphia,PA,Merchant,['Mordecai Lewis'],Philadelphia County,,Philadelphia,town
2187,4271.0,21.0,2135.0,61.0,1476.0,,Philadelphia,PA,Merchant,"['Thomas M Willing', 'Thomas McWilling']",Philadelphia County,4271.21,Philadelphia,town
2188,4000.0,,2000.0,,1080.0,,Philadelphia,PA,Shopkeeper,['John Barnhill'],Philadelphia County,,Philadelphia,town
2189,337.0,67.0,168.0,83.0,96.0,66.0,,PA,,['John Gammil'],,337.67,,state
2190,3068.0,87.0,1534.0,43.0,828.0,58.0,Philadelphia,PA,Merchant,['Mordecai Lewis'],Philadelphia County,3068.87,Philadelphia,town
2191,5662.0,22.0,2831.0,10.0,1528.0,80.0,Philadelphia,PA,Merchant,['Mordecai Lewis'],Philadelphia County,5662.22,Philadelphia,town
2192,711.0,22.0,355.0,61.0,192.0,2.0,Philadelphia,PA,,['Hanah Talbert'],Philadelphia County,711.22,Philadelphia,town
2193,1618.0,,809.0,,436.0,85.0,,PA,Executer to Lawrence Keane Deceased,"['Thomas Mifflin and Co Ex', 'Thomas Mifflin and Francis Johnston David Lenax and Charles Smith', 'His Executor Thomas Mifflin Francis Johnston David Lenox Charles Smith Ex to Ex Lawrence Keene']",,,,state
2194,9473.0,3.0,4736.0,51.0,2899.0,70.0,Philadelphia,PA,Merchant,['Jacob Bright'],Philadelphia County,9473.03,Philadelphia,town
2195,154.0,49.0,77.0,24.0,95.0,70.0,Philadelphia,PA,,['Arthur Donaldson'],Philadelphia County,154.49,Philadelphia,town
2196,1233.0,76.0,616.0,88.0,333.0,11.0,Philadelphia,PA,,['James Glentworth'],Philadelphia County,1233.76,Philadelphia,town
2197,99.0,45.0,49.0,72.0,73.0,22.0,Philadelphia,PA,,"['Lawrance Herbert', 'Lawrence Hertbert', 'Lawrence Herbert']",Philadelphia County,99.45,Philadelphia,town
2198,182.0,47.0,91.0,24.0,49.0,26.0,,PA,,['James Boyd'],,182.47,,state
2199,321.0,27.0,160.0,63.0,203.0,21.0,,PA,,"['William McClay', 'William Maclay']",,321.27,,state
2200,1369.0,45.0,684.0,72.0,642.0,3.0,Philadelphia,PA,,['John Roush'],Philadelphia County,1369.45,Philadelphia,town
2201,142.0,48.0,71.0,24.0,81.0,2.0,Philadelphia,PA,Broker,['George Tudor'],Philadelphia County,142.48,Philadelphia,town
2202,647.0,9.0,323.0,54.0,206.0,23.0,Connecticutt,CT,Doctor,['Jeremiah Wadsworth'],,647.09,,state
2203,620.0,92.0,310.0,46.0,214.0,64.0,,PA,,['Richard Allison'],,620.92,,state
2204,1428.0,5.0,714.0,3.0,451.0,2.0,,PA,,['Erkuries Beatty'],,1428.05,,state
2205,94.0,60.0,47.0,30.0,84.0,95.0,Philadelphia,PA,,['Charles Biddle'],Philadelphia County,94.6,Philadelphia,town
2206,151.0,4.0,75.0,52.0,100.0,17.0,Maryland,MD,,['Daniel Carroll'],,151.04,,state
2207,989.0,87.0,494.0,93.0,458.0,82.0,Armstrong,PA,,['John Armstrong'],Northumberland County,989.87,Armstrong,town
2208,2135.0,10.0,1067.0,55.0,576.0,47.0,Philadelphia,PA,Merchant,['William Kidd'],Philadelphia County,2135.1,Philadelphia,town
2209,80.0,44.0,40.0,22.0,51.0,81.0,Philadelphia,PA,,"['Hanah Courtney', 'Hannah Courtney']",Philadelphia County,80.44,Philadelphia,town
2210,,,,,1000.0,,,PA,,['Ebenezar Denny'],,,,state
2211,89.0,25.0,44.0,63.0,,,Philadelphia,PA,Merchant,['John Pringle'],Philadelphia County,89.25,Philadelphia,town
2212,3463.0,20.0,1731.0,61.0,1055.0,24.0,Philadelphia,PA,,['Robert Bass'],Philadelphia County,3463.2,Philadelphia,town
2213,2618.0,2.0,1309.0,1.0,706.0,85.0,Bucks County Pennsylvania,PA,,['Reading Beatty'],Bucks County,2618.02,,county
2214,1333.0,33.0,666.0,67.0,230.0,30.0,Philadelphia,PA,Merchant,"['Daniel Benezett', 'Daniel Benezet']",Philadelphia County,1333.33,Philadelphia,town
2215,1600.0,,800.0,,360.0,,Philadelphia,PA,Merchant,"['Daniel Benezett', 'Daniel Benezet']",Philadelphia County,,Philadelphia,town
2216,150.0,,75.0,,40.0,50.0,Philadelphia,PA,Estate John Benezet Deceased,"['Daniel Benezett', 'Daniel Benezet']",Philadelphia County,,Philadelphia,town
2217,2267.0,50.0,1133.0,75.0,432.0,,Philadelphia,PA,Guardian to Maria Benezet,"['Daniel Benezett', 'Daniel Benezet']",Philadelphia County,2267.5,Philadelphia,town
2218,1603.0,57.0,801.0,78.0,1005.0,47.0,Philadelphia,PA,Merchant,['Stephen Collins'],Philadelphia County,1603.57,Philadelphia,town
2219,2234.0,35.0,1117.0,18.0,1462.0,50.0,Philadelphia,PA,Merchant,['Richard and James Potter'],Philadelphia County,2234.35,Philadelphia,town
2220,1843.0,71.0,921.0,85.0,497.0,80.0,,PA,,"['John Pratt', 'Lieu John Pratt']",,1843.71,,state
2221,4608.0,67.0,2304.0,33.0,1244.0,33.0,Philadelphia,PA,Merchant,['John Swanwick'],Philadelphia County,4608.67,Philadelphia,town
2222,1275.0,97.0,637.0,99.0,533.0,32.0,Philadelphia,PA,Merchant,"['Israel Whelen', 'Israel Wheelen']",Philadelphia County,1275.97,Philadelphia,town
2223,2227.0,13.0,1113.0,57.0,1808.0,41.0,Philadelphia,PA,,['John Barry'],Philadelphia County,2227.13,Philadelphia,town
2224,846.0,23.0,423.0,12.0,612.0,22.0,Philadelphia,PA,for Christopher Mary and Charity Pyrleus,['Daniel Benezett'],Philadelphia County,846.23,Philadelphia,town
2225,1097.0,22.0,548.0,61.0,336.0,37.0,Philadelphia,PA,,"['Mary Beere', 'Mary Beeze']",Philadelphia County,1097.22,Philadelphia,town
2226,417.0,12.0,208.0,56.0,185.0,44.0,Bucks County,PA,,['William Dean'],Bucks County,417.12,,county
2227,3268.0,22.0,1634.0,11.0,882.0,41.0,Philadelphia,PA,Broker,['William Forrest'],Philadelphia County,3268.22,Philadelphia,town
2228,743.0,74.0,371.0,87.0,605.0,61.0,Philadelphia,PA,,['Richard Fullerton'],Philadelphia County,743.74,Philadelphia,town
2229,569.0,44.0,284.0,72.0,401.0,94.0,Philadelphia,PA,,['Richard Fullerton'],Philadelphia County,569.44,Philadelphia,town
2230,213.0,89.0,106.0,95.0,57.0,74.0,,PA,,['John Fulton'],,213.89,,state
2231,438.0,41.0,219.0,21.0,118.0,35.0,Philadelphia,PA,,"['Francis Johnson', 'Francis Johnston']",Philadelphia County,438.41,Philadelphia,town
2232,23.0,21.0,11.0,60.0,6.0,25.0,Germantown,PA,,"['Dorothea Losh', 'Dorethea Losh']",Cumberland County,23.21,Germantown,town
2233,1025.0,44.0,512.0,72.0,383.0,81.0,Philadelphia,PA,,"['Thomas M Willing', 'Thomas McWilling']",Philadelphia County,1025.44,Philadelphia,town
2234,3251.0,57.0,1625.0,78.0,877.0,92.0,Philadelphia,PA,,['Casper Geyer'],Philadelphia County,3251.57,Philadelphia,town
2235,1641.0,51.0,820.0,75.0,443.0,19.0,Philadelphia,PA,,['Joseph Huddell'],Philadelphia County,1641.51,Philadelphia,town
2236,5479.0,54.0,2739.0,77.0,1497.0,88.0,Philadelphia,PA,Merchant,['Archibald McCall'],Philadelphia County,5479.54,Philadelphia,town
2237,120.0,20.0,60.0,10.0,,,,PA,,"['Jacob Cline', 'Jaocb Cline']",,120.2,,state
2238,1166.0,40.0,583.0,20.0,636.0,47.0,Philadelphia,PA,,['Richard Fullerton'],Philadelphia County,1166.4,Philadelphia,town
2239,1462.0,31.0,731.0,15.0,666.0,18.0,Philadelphia,PA,,['James Glentworth'],Philadelphia County,1462.31,Philadelphia,town
2240,1015.0,67.0,507.0,84.0,689.0,50.0,Philadelphia,PA,Merchant,['Samuel Jackson'],Philadelphia County,1015.67,Philadelphia,town
2241,1295.0,29.0,647.0,64.0,349.0,72.0,,PA,,['David Marshall'],,1295.29,,state
2242,3143.0,81.0,1571.0,90.0,1527.0,38.0,Philadelphia,PA,,['Samuel Miles'],Philadelphia County,3143.81,Philadelphia,town
2243,,,,,41.0,37.0,,PA,,['Frederick Snyder'],,,,state
2244,2222.0,9.0,1111.0,5.0,599.0,93.0,Philadelphia,PA,Merchant,['James Vanuxem'],Philadelphia County,2222.09,Philadelphia,town
2245,631.0,57.0,315.0,78.0,201.0,45.0,Philadelphia,PA,Merchant,['Richard Wistar'],Philadelphia County,631.57,Philadelphia,town
2246,1600.0,,800.0,,1119.0,60.0,,PA,,['John L Elbert'],,,,state
2247,1331.0,10.0,665.0,55.0,359.0,40.0,Philadelphia,PA,Merchant,"['John Harner', 'John Harper']",Philadelphia County,1331.1,Philadelphia,town
2248,615.0,2.0,307.0,51.0,519.0,68.0,Philadelphia,PA,Merchant,['Archibald McCall'],Philadelphia County,615.02,Philadelphia,town
2249,2234.0,24.0,1117.0,12.0,603.0,23.0,Philadelphia,PA,,['Edward Bartholomew'],Philadelphia County,2234.24,Philadelphia,town
2250,431.0,5.0,215.0,52.0,369.0,80.0,Philadelphia,PA,Merchant,['John Brown'],Philadelphia County,431.05,Philadelphia,town
2251,58.0,47.0,29.0,23.0,52.0,80.0,Philadelphia County,PA,,['Isaac Coats'],Philadelphia County,58.47,,county
